size,mflop
31,2384.92
32,2939.16
96,3594.3
97,3598.11
127,3496.25
128,1712.24
129,1613.42
191,2023.83
192,1813.38
229,2200.16
255,2314.68
256,1700.89
257,1660.82
319,1889.69
320,1743.99
321,1888.86
417,1808.98
479,1885.07
480,1872.74
511,1947.21
512,1673.09
639,1899.08
640,1685.35
767,1865.79
768,1664.25
769,1688.81
1023,1820.48
1024,1659.7
1025,1682.28
1525,1772.57
1526,1775.05
1527,1775.53
