size,mflop
31,2395.92
32,2919.97
96,3195.73
97,3003.12
127,3035.82
128,3269.81
129,2715.35
191,3051.58
192,3310.68
229,2984.47
255,3094.87
256,3221
257,2969.18
319,3034.16
320,3290.91
321,2915.93
417,3016.02
479,2980.32
480,3199.11
511,3067.47
512,2919.42
639,2935.58
640,3123.88
767,3012.44
768,3055.67
769,2951.68
1023,2992.35
1024,2740.53
1025,2997.11
1525,2961.55
1526,2987.99
1527,2964.13
