size,mflop
31,1323.03
32,1376.61
96,1362.16
97,1314.26
127,1361.52
128,1361.49
129,1326.9
191,1350.12
192,1350.13
229,1349.19
255,1359.62
256,1313.58
257,1347.33
319,1356.39
320,1326.45
321,1340.82
417,1347.26
479,1359.85
480,1335.32
511,1348.29
512,1242.59
639,1315.6
640,1172.25
767,1249.84
768,1026.54
769,1154.03
1023,1083.25
1024,988.883
1025,1085.65
1525,881.601
1526,998.215
1527,947.674
