size,mflop
31,2079.03
32,2899.23
96,2911.3
97,2702.06
127,2747.48
128,2822.9
129,2731.5
191,2779.49
192,2858.11
229,2770.28
255,2805.11
256,2779.96
257,2810.66
319,2794.04
320,2836.84
321,2784.38
417,2750.49
479,2731.79
480,2821.75
511,2718.71
512,2655.38
639,2585.51
640,2724.75
767,2558.7
768,2745.65
769,2524.69
1023,2521.06
1024,2517.24
1025,2503.58
1525,2495.59
1526,2602.81
1527,2546.84
