size,mflop
31,275.898
32,291.858
96,294.817
97,290.491
127,291.669
128,294.612
129,291.707
191,292.523
192,294.373
229,292.949
255,293.065
256,259.675
257,293.151
319,293.933
320,288.19
321,293.828
417,294.213
479,293.193
480,293.829
511,292.01
512,244.847
639,290.731
640,195.417
767,286.812
768,235.633
769,291.188
1023,291.372
1024,242.374
1025,293.539
1525,292.961
1526,291.979
1527,281.401
