size,mflop
31,2405.44
32,2925.95
96,3670.34
97,3589.8
127,3487.57
128,1709.73
129,3644.97
191,3025.84
192,1766.57
229,2901.65
255,2901.52
256,836.495
257,820.931
319,1070.68
320,1026.18
321,1078.81
417,1191.91
479,1240.5
480,1104.03
511,1284.07
512,825.277
639,1056
640,962.95
767,1088.14
768,829.552
769,829.186
1023,1010.28
1024,825.691
1025,829.086
1525,944.778
1526,948.069
1527,946.708
