size,mflop
31,735.991
32,766.332
96,771.56
97,735.927
127,763.065
128,769.765
129,743.082
191,761.904
192,758.233
229,753.077
255,763.841
256,706.987
257,747.545
319,757.205
320,744.797
321,759.392
417,763.561
479,763.591
480,766.326
511,762.961
512,684.365
639,755.05
640,584.524
767,734.075
768,524.253
769,728.185
1023,651.736
1024,422.805
1025,689.872
1525,647.979
1526,577.75
1527,682.459
