size,mflop
31,1859.23
32,2200.77
96,2200.33
97,2058.31
127,2098.49
128,2171.38
129,2086.6
191,2124.47
192,2174.24
229,2121.62
255,2131.67
256,2102.18
257,2129.33
319,2133.23
320,2144.82
321,2103.94
417,2105.86
479,2090.98
480,2135.14
511,2062.97
512,1966.51
639,1877.23
640,1920.18
767,1698.98
768,1846.36
769,1711.67
1023,1631.9
1024,1688.79
1025,1615.53
1525,1592.53
1526,1585.79
1527,1686.01
