size,mflop
31,2605.34
32,3105.89
96,3827.7
97,3779.06
127,3739.87
128,1776.93
129,3879.49
191,3198.28
192,1830.46
229,3019.84
255,3019.04
256,848.11
257,3056.38
319,3131.38
320,1655.21
321,3174.39
417,3334.08
479,2564.31
480,1907.01
511,3129.03
512,838.492
639,1897.07
640,857.087
767,1824.89
768,725.722
769,1796
1023,1048.52
1024,661.209
1025,1639.54
1525,1460.54
1526,1469.37
1527,1604.46
