size,mflop
31,2201.4
32,2452.62
96,2896.54
97,2992.9
127,3011.15
128,1896.76
129,3087.67
191,2431.65
192,1795.92
229,2295.24
255,2293.99
256,940.605
257,2329.62
319,2290.55
320,1758.03
321,2303.78
417,2229.15
479,2008.69
480,1746.91
511,2215.46
512,929.501
639,1674.03
640,947.592
767,1640.5
768,944.542
769,1608.99
1023,1068.25
1024,873.364
1025,829.247
1525,843.457
1526,1030.02
1527,967.118
