size,mflop
31,3706.35
32,4740.72
96,5490.59
97,4751.69
127,4742.07
128,5092.79
129,4855.47
191,4061.11
192,4511.41
229,3910.84
255,3934.27
256,4267.92
257,3955.7
319,3876.59
320,4193.55
321,3911.4
417,3969.29
479,3974.43
480,4231.23
511,3966.94
512,4307.53
639,4016.77
640,4206.2
767,4041.91
768,4198.38
769,3927.4
1023,3699.37
1024,1412.96
1025,2640.99
1525,752.795
1526,861.186
1527,761.804
