size,mflop
31,1725.67
32,1944.37
96,2962.26
97,2028.91
127,3029.78
128,3080
129,2051.91
191,2913.46
192,2942.39
229,2685.04
255,3043.19
256,3009.53
257,2486.61
319,2986.85
320,2998.76
321,2672.9
417,2740.58
479,3038.82
480,3060.35
511,3025.89
512,2754.22
639,3070.29
640,3073.98
767,3064.23
768,3015.1
769,2858.85
1023,3057.24
1024,2739.02
1025,2859.64
1525,3012.01
1526,3012.03
1527,3024.13
