size,mflop
31,2004.59
32,1801.99
96,1216.25
97,1921.61
127,1944.42
128,474.115
129,1928.6
191,1529.84
192,700.088
229,1462.41
255,1446.58
256,293.075
257,1451.51
319,876.927
320,663.862
321,879.91
417,715.091
479,708.714
480,674.785
511,683.052
512,222.952
639,638.491
640,393.898
767,339.045
768,224.609
769,244.905
1023,697.871
1024,182.797
1025,701.481
1525,340.876
1526,379.951
1527,338.621
