size,mflop
31,851.115
32,939.252
96,1015.47
97,929.739
127,999.104
128,1048.15
129,912.523
191,994.024
192,991.996
229,917.875
255,920.839
256,973.675
257,914.438
319,871.427
320,946.764
321,834.177
417,878.99
479,955.17
480,986.517
511,962.259
512,986.368
639,843.908
640,948.126
767,932.043
768,978.454
769,969.192
1023,958.375
1024,1003.13
1025,890.87
1525,1006.46
1526,1020.11
1527,1032.74
