size,mflop
31,374.694
32,225.469
96,597.517
97,581.205
127,1169.64
128,1327.85
129,366.881
191,1160.19
192,1370.54
229,984.631
255,1399
256,1358.1
257,782.053
319,1372.17
320,1443.16
321,840.755
417,1183.95
479,1206.39
480,2057.44
511,1693.23
512,2541.2
639,2669.91
640,3043.73
767,1588.99
768,1825.17
769,2575.79
1023,3223.14
1024,2590.82
1025,2704.59
1525,3116.31
1526,3074.83
1527,3060.55
