size,mflop
31,1621.38
32,1778.22
96,1887.52
97,1549.19
127,1835.97
128,1962.11
129,1515.23
191,1761.66
192,1866.46
229,1617.94
255,1653.81
256,1774.38
257,1601.41
319,1713.87
320,1863.02
321,1603.65
417,1657.47
479,1698.96
480,1799.39
511,1736.38
512,1745.1
639,1284.58
640,934.819
767,1719.49
768,1782.64
769,990.584
1023,1132.6
1024,1615.48
1025,1847.86
1525,1698.81
1526,1860.82
1527,1877.2
