size,mflop
31,3147.7
32,1808.26
96,1918.4
97,830.13
127,1697.58
128,1911.17
129,897.548
191,1446.14
192,1672.23
229,1035.79
255,1392.3
256,1660.81
257,1206.81
319,1596.35
320,1693.74
321,1232.72
417,1306.3
479,1550.12
480,1682.15
511,1584.99
512,1615.55
639,1451.26
640,1539.3
767,1659.16
768,1760.74
769,2397.53
1023,3304.42
1024,2533.87
1025,3112.27
1525,3581.03
1526,3471.26
1527,3433.67
