size,mflop
31,91.846
32,101.295
96,510.788
97,502.634
127,1089.32
128,1216.86
129,444.781
191,1454.99
192,1505.82
229,1068.6
255,1458.1
256,1574.69
257,856.163
319,1527.73
320,1614.72
321,954.944
417,1299.9
479,1420.09
480,2659.8
511,3210.85
512,2815.87
639,2785.06
640,1834.1
767,3232
768,3077.93
769,1679.65
1023,3620.67
1024,2862.48
1025,2874.03
1525,3555.07
1526,3228.67
1527,3186.39
