size,mflop
31,2517.83
32,2750.88
96,3013.2
97,1329.72
127,2842.54
128,3116.3
129,2024.01
191,2880.22
192,3115.32
229,2490.53
255,2844.26
256,1468.18
257,2447.55
319,2770.77
320,2932.25
321,2339.66
417,2461.33
479,2685.01
480,2885.18
511,2786.77
512,1855.15
639,2758.91
640,2924.37
767,2786.5
768,2857.82
769,2711.25
1023,2824.85
1024,1279.27
1025,2089.24
1525,2257.16
1526,2618.55
1527,2835.97
