size,mflop
31,194.543
32,214.661
96,878.45
97,911.462
127,1468.96
128,1960.22
129,674.066
191,2026.13
192,2048.28
229,1492.33
255,2083
256,2060.96
257,1073.3
319,1864.98
320,1552.43
321,958.045
417,1324.4
479,1359.01
480,1618.1
511,2030.65
512,2826.7
639,3299.14
640,3463.4
767,3458.41
768,3533.97
769,2316.65
1023,3481.16
1024,1697.92
1025,2207.92
1525,2638.21
1526,3133.8
1527,3304.2
