size,mflop
31,1912.98
32,2414.18
96,2402.98
97,1999.76
127,2032.81
128,2231.44
129,2013.84
191,2045.65
192,2344.72
229,2029.04
255,2050.85
256,1779.51
257,2039.75
319,2056.58
320,2326.49
321,2046.29
417,2030.44
479,2008.11
480,2328.03
511,1955.42
512,1266.41
639,1845.25
640,1866.99
767,1749.4
768,1609.73
769,1675.7
1023,1770.62
1024,1197.14
1025,1680.74
1525,883.95
1526,1559.1
1527,933.724
