size,mflop
31,2607.5
32,3122.11
96,3805.32
97,3780.77
127,3719.63
128,1773.11
129,3869.94
191,3118.07
192,1818.34
229,2997.62
255,2997.47
256,845.898
257,3026.53
319,2982.92
320,1782.44
321,3004.12
417,3094.08
479,2491.23
480,1877.36
511,2975.62
512,833.835
639,1880.43
640,844.28
767,1821.92
768,790.17
769,1804.22
1023,1599.87
1024,654.626
1025,1618.16
1525,1866.67
1526,1863.17
1527,1858.93
