size,mflop
31,1545.42
32,1669.01
96,1662.82
97,1556.98
127,1588.33
128,1567.6
129,1564.99
191,1591.46
192,1617.13
229,1587.56
255,1593.56
256,1441.43
257,1584.1
319,1594.93
320,1586.43
321,1584.1
417,1585.13
479,1588.47
480,1625
511,1569.95
512,1070.02
639,1519.46
640,1274.09
767,1459.08
768,957.773
769,1324.63
1023,1301.32
1024,871.16
1025,1222.8
1525,811.308
1526,892.957
1527,886.019
