size,mflop
31,2602.52
32,3123.54
96,3806.33
97,3781.36
127,3738.66
128,1738.72
129,3884.54
191,3111.94
192,1809.8
229,2990.66
255,2993.38
256,872.379
257,2954.54
319,2998.1
320,1913.03
321,3015.29
417,3021.81
479,2973.82
480,1762.69
511,2795.11
512,819.339
639,3184.01
640,1378.92
767,3277.86
768,843.16
769,3200.85
1023,2783.99
1024,813.811
1025,2749.9
1525,2971.2
1526,2884.78
1527,2985.69
