size,mflop
31,501.831
32,519.475
96,532.836
97,524.405
127,527.329
128,527.525
129,527.813
191,525.69
192,530.571
229,528.303
255,528.154
256,394.028
257,527.507
319,529.365
320,527.224
321,528.839
417,532.158
479,531.678
480,532.166
511,530.511
512,404.821
639,528.52
640,346.489
767,517.577
768,314.048
769,458.511
1023,427.749
1024,295.789
1025,492.335
1525,475.039
1526,413.428
1527,488.251
