size,mflop
31,2572.13
32,3122.43
96,3788.3
97,3773.58
127,3721.45
128,1728.41
129,3621.13
191,3521.85
192,2150.52
229,3481.13
255,3316.3
256,1156.18
257,3246.08
319,3123.38
320,1935.11
321,3125.7
417,3125.98
479,3203.85
480,3015.92
511,2538.35
512,793.669
639,3288.49
640,1698.38
767,3181.07
768,1411.03
769,3059.85
1023,2484.8
1024,777.228
1025,2411.84
1525,3175.06
1526,3286.97
1527,3218.25
