size,mflop
31,2590.31
32,3114.86
96,3076.36
97,2705.52
127,2730.03
128,2675.35
129,2703.49
191,2789.58
192,2967.87
229,2727.13
255,2721.71
256,1750.69
257,2704.31
319,2780.2
320,2954.14
321,2759.44
417,2702.54
479,2696.7
480,2973.19
511,2465.73
512,1039.44
639,2675.24
640,2577.09
767,2622.25
768,1726.47
769,2590.57
1023,2381.63
1024,925.454
1025,2360.34
1525,1971.07
1526,1958.66
1527,1817.91
