size,mflop
31,2591.59
32,3112.36
96,3280.72
97,3276.96
127,3230.21
128,1715.07
129,3224.44
191,3276.26
192,3326.92
229,3256.69
255,3310.19
256,1477.51
257,3274.05
319,3320.67
320,3301.31
321,3283.74
417,3228.35
479,3147.31
480,3360.76
511,2696.15
512,1071.18
639,3144.41
640,1685.92
767,3149.79
768,1456.52
769,3128.09
1023,2237.48
1024,750.436
1025,2202.93
1525,2859.81
1526,2718.18
1527,2587.34
