size,mflop
31,1394.16
32,1880.31
96,1891.22
97,1468.43
127,1473.84
128,1887.02
129,1472.99
191,1478.35
192,1884.94
229,1484.23
255,1482.04
256,1881.74
257,1483.28
319,1484.8
320,1884.8
321,1484.62
417,1486.79
479,1487.06
480,1887.07
511,1485.92
512,1863.06
639,1484.37
640,1848.2
767,1468.74
768,1738.89
769,1447.55
1023,1447.55
1024,1653.86
1025,1441.89
1525,1450.58
1526,1821.09
1527,1458.96
