size,mflop
31,3408.5
32,3989.26
96,5252.77
97,4366.97
127,4399.82
128,5474.13
129,4503.27
191,4319.81
192,5374.2
229,4278.31
255,4422.69
256,5399.01
257,4407.93
319,4039.89
320,4866.54
321,4094.98
417,3800.85
479,3799.06
480,4454.84
511,3818.53
512,4431.93
639,3743.15
640,4536.34
767,3880.2
768,4623.35
769,3854.54
1023,3886.43
1024,4631.46
1025,3870.36
1525,3882.95
1526,4371.51
1527,3886.29
