size,mflop
31,3414.22
32,3993.52
96,5270.15
97,4385.01
127,4432.71
128,5492.74
129,4516.6
191,4329.65
192,5443.02
229,4292.56
255,4455.81
256,5439.22
257,4571.44
319,4493.09
320,5231.5
321,4361.33
417,4452.75
479,4486.62
480,5351.9
511,4504
512,5386.44
639,4055.37
640,4798.78
767,4044.23
768,4777.95
769,4083.81
1023,4168.21
1024,4864.43
1025,4155
1525,4175.14
1526,4769.51
1527,4177.22
