size,mflop
31,3417.5
32,4041.41
96,4596.33
97,4025.73
127,3882.8
128,4747.3
129,3777.99
191,3912.22
192,5068.29
229,3976.59
255,3889.3
256,4746.4
257,3833.16
319,3946.64
320,5070.15
321,3888.47
417,3978.8
479,3938.5
480,4695.94
511,3768.49
512,4388.33
639,3856.48
640,4629.36
767,3768.71
768,4591.42
769,3729.91
1023,2653.53
1024,3128.72
1025,2638.07
1525,3826.25
1526,4469.71
1527,3759.79
