size,mflop
31,2272.09
32,2901.94
96,2908.71
97,2373.99
127,2396.74
128,2910.83
129,2389.58
191,2413.28
192,2906.14
229,2404.15
255,2414.72
256,2901.81
257,2412.35
319,2423.64
320,2903.88
321,2413.4
417,2415.36
479,2421.75
480,2897.86
511,2402.01
512,2833.68
639,2397.61
640,2842.03
767,2382.77
768,2754.27
769,2381.81
1023,2329.45
1024,2731.68
1025,2204.08
1525,2259.32
1526,2540.98
1527,2358.27
