size,mflop
31,564.709
32,598.962
96,629.144
97,579.41
127,591.722
128,630.112
129,603.29
191,598.894
192,625.362
229,618.791
255,617.904
256,625.189
257,617.995
319,618.708
320,630.213
321,619.281
417,622.008
479,622.512
480,630.917
511,620.797
512,624.167
639,608.826
640,613.195
767,599.608
768,596.38
769,583.231
1023,593.534
1024,613.902
1025,623.324
1525,611.989
1526,620.958
1527,623.317
