size,mflop
31,3442.43
32,3942.9
96,5212.89
97,4360.91
127,4402.91
128,5451.39
129,4164.41
191,4137.05
192,5126.22
229,4119.69
255,4078.92
256,4920.13
257,4018.18
319,3950.05
320,4845.66
321,3971.75
417,4062.91
479,4193.92
480,5129.8
511,3407.14
512,4048.3
639,4271.49
640,5055.11
767,4125.14
768,4723.76
769,4061.18
1023,3175.44
1024,3916.93
1025,3132.96
1525,4198.92
1526,4940.04
1527,4172.57
