size,mflop
31,1201.6
32,1239.08
96,1255.49
97,1235.01
127,1252.09
128,1238.38
129,1242.38
191,1247.9
192,1242.72
229,1240.77
255,1251.31
256,1205.91
257,1243.35
319,1247.25
320,1234.98
321,1246.31
417,1254.37
479,1260.56
480,1256.68
511,1256.81
512,1193.85
639,1259.17
640,1228.29
767,1226.77
768,1173.99
769,1216
1023,1214.15
1024,1169.89
1025,1195.84
1525,1238.62
1526,1242.26
1527,1246.06
