size,mflop
31,3424.09
32,3991.12
96,5271.22
97,4386.98
127,4428.23
128,5480.26
129,4513.87
191,4369.35
192,5487.83
229,4291.88
255,4485.86
256,5421.68
257,4571.83
319,4524.8
320,5227.88
321,4362.33
417,4456.65
479,4493.2
480,5328.69
511,4512.76
512,5397.79
639,4560.37
640,5424.35
767,4591.07
768,5501.58
769,4579.27
1023,3823.45
1024,2862.63
1025,4383.07
1525,4062.68
1526,4384.68
1527,4104.25
